Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-05 09:30:00-05:00,278.0199890136719,279.44000244140625,273.2300109863281,276.7850036621094,9310150,0.0,0.0
2026-02-05 10:30:00-05:00,276.7900085449219,277.3999938964844,273.2900085449219,275.2200012207031,4526349,0.0,0.0
2026-02-05 11:30:00-05:00,275.2900085449219,275.5,273.5249938964844,274.739990234375,2531820,0.0,0.0
2026-02-05 12:30:00-05:00,274.7200012207031,274.9800109863281,273.9100036621094,274.32000732421875,1764770,0.0,0.0
2026-02-05 13:30:00-05:00,274.260009765625,277.57000732421875,274.114990234375,277.0450134277344,2995492,0.0,0.0
2026-02-05 14:30:00-05:00,277.06500244140625,277.7200012207031,276.085693359375,276.6300048828125,3087121,0.0,0.0
2026-02-05 15:30:00-05:00,276.6300048828125,276.9100036621094,275.3500061035156,275.9200134277344,3990713,0.0,0.0
2026-02-06 09:30:00-05:00,277.1600036621094,280.9049987792969,277.0,279.2900085449219,10301776,0.0,0.0
2026-02-06 10:30:00-05:00,279.29998779296875,279.95001220703125,278.3500061035156,279.114990234375,3913103,0.0,0.0
2026-02-06 11:30:00-05:00,279.1000061035156,279.7749938964844,278.239990234375,278.67999267578125,3039580,0.0,0.0
2026-02-06 12:30:00-05:00,278.7099914550781,278.79998779296875,277.4901123046875,277.7749938964844,2618460,0.0,0.0
2026-02-06 13:30:00-05:00,277.79998779296875,277.9599914550781,276.92498779296875,277.1300048828125,2548586,0.0,0.0
2026-02-06 14:30:00-05:00,277.1300048828125,278.75,276.9949951171875,277.6600036621094,3186499,0.0,0.0
2026-02-06 15:30:00-05:00,277.6549987792969,279.010009765625,277.57000732421875,278.0799865722656,3255323,0.0,0.0
2026-02-09 09:30:00-05:00,277.9049987792969,278.0400085449219,273.04998779296875,273.08270263671875,6334544,0.26,0.0
2026-02-09 10:30:00-05:00,273.0899963378906,273.75,272.7699890136719,273.398193359375,2792572,0.0,0.0
2026-02-09 11:30:00-05:00,273.3699951171875,273.79998779296875,271.70001220703125,272.0115051269531,3245579,0.0,0.0
2026-02-09 12:30:00-05:00,272.0400085449219,272.3399963378906,271.7699890136719,271.9800109863281,1937150,0.0,0.0
2026-02-09 13:30:00-05:00,271.9800109863281,273.7099914550781,271.8399963378906,273.6199951171875,2566471,0.0,0.0
2026-02-09 14:30:00-05:00,273.6300048828125,274.25,272.9150085449219,274.0400085449219,2368415,0.0,0.0
2026-02-09 15:30:00-05:00,274.0299987792969,275.1199951171875,273.510009765625,274.5400085449219,3837569,0.0,0.0
2026-02-10 09:30:00-05:00,274.885009765625,275.3599853515625,273.2099914550781,274.4200134277344,4751268,0.0,0.0
2026-02-10 10:30:00-05:00,274.3900146484375,274.9100036621094,273.989990234375,274.05999755859375,1866180,0.0,0.0
2026-02-10 11:30:00-05:00,274.0199890136719,274.0498962402344,272.94000244140625,273.3500061035156,2051404,0.0,0.0
2026-02-10 12:30:00-05:00,273.3500061035156,274.19000244140625,273.1499938964844,274.05499267578125,1646593,0.0,0.0
2026-02-10 13:30:00-05:00,274.05499267578125,274.2699890136719,273.6600036621094,273.9649963378906,1371940,0.0,0.0
2026-02-10 14:30:00-05:00,273.9700012207031,274.29998779296875,273.5199890136719,274.07000732421875,1515644,0.0,0.0
2026-02-10 15:30:00-05:00,274.0799865722656,274.489990234375,273.30999755859375,273.7900085449219,9399403,0.0,0.0
2026-02-11 09:30:00-05:00,274.69500732421875,277.44000244140625,274.45001220703125,277.05010986328125,9496956,0.0,0.0
2026-02-11 10:30:00-05:00,277.1000061035156,279.9800109863281,277.0400085449219,278.19000244140625,4696556,0.0,0.0
2026-02-11 11:30:00-05:00,278.19000244140625,280.17999267578125,278.1600036621094,279.94500732421875,2685096,0.0,0.0
2026-02-11 12:30:00-05:00,279.910400390625,280.1499938964844,278.5,278.9599914550781,1893097,0.0,0.0
2026-02-11 13:30:00-05:00,278.93499755859375,279.6700134277344,278.5,279.5799865722656,1790251,0.0,0.0
2026-02-11 14:30:00-05:00,279.5799865722656,279.5899963378906,274.81060791015625,276.04998779296875,6599667,0.0,0.0
2026-02-11 15:30:00-05:00,276.010009765625,276.54998779296875,275.4599914550781,275.5400085449219,2931248,0.0,0.0
