Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-08-11 00:00:00-04:00,,,,,0,0.26,0.0
2025-08-12 00:00:00-04:00,229.21310424804688,230.36092560837628,226.63802588155738,227.57622481823222,55626200,0.0,0.0
2025-08-13 00:00:00-04:00,232.88612365722656,234.55294488479396,229.99163136972763,230.6304284784954,69878500,0.0,0.0
2025-08-14 00:00:00-04:00,232.33717346191406,234.67271834509882,230.41085227691244,233.61473725595164,51916300,0.0,0.0
2025-08-15 00:00:00-04:00,231.1494140625,233.834298979768,228.9036945156081,233.5548328767578,56038700,0.0,0.0
2025-08-18 00:00:00-04:00,230.45074462890625,232.67649791960375,229.6722297518056,231.2592012143754,37476200,0.0,0.0
2025-08-19 00:00:00-04:00,230.1213836669922,232.42698672077375,228.9136940815642,230.84001516813981,39402600,0.0,0.0
2025-08-20 00:00:00-04:00,225.5800323486328,230.0315543310328,225.3404986724704,229.54248102593337,42263900,0.0,0.0
2025-08-21 00:00:00-04:00,224.47213745117188,226.08906587116957,223.3542730460458,225.8395414786139,30621200,0.0,0.0
2025-08-22 00:00:00-04:00,227.3267059326172,228.65417758009713,224.98118568943215,225.73973438952316,42477800,0.0,0.0
2025-08-25 00:00:00-04:00,226.7278594970703,228.86378779922748,225.79962078901826,226.0491451945495,30983100,0.0,0.0
2025-08-26 00:00:00-04:00,228.87376403808594,229.0534295301293,224.26255788237486,226.43840339540802,54575100,0.0,0.0
2025-08-27 00:00:00-04:00,230.05152893066406,230.46073738560713,227.82576024347395,228.17510050695543,31259500,0.0,0.0
2025-08-28 00:00:00-04:00,232.11758422851562,232.9659733126178,228.90370861616245,230.3809040856524,38074700,0.0,0.0
2025-08-29 00:00:00-04:00,231.69837951660156,232.9360260407387,230.92984008944924,232.0676707602769,39418400,0.0,0.0
2025-09-02 00:00:00-04:00,229.28298950195312,230.4108447009183,226.53822101083426,228.81388239599917,44075600,0.0,0.0
2025-09-03 00:00:00-04:00,238.01634216308594,238.395624134605,233.9141603097862,236.75874463665696,66427800,0.0,0.0
2025-09-04 00:00:00-04:00,239.3238525390625,239.4436193831587,236.28964239378743,237.9963808412042,47549400,0.0,0.0
2025-09-05 00:00:00-04:00,239.2340087890625,240.86091270031892,238.03629475202086,239.54341659874092,54870400,0.0,0.0
2025-09-08 00:00:00-04:00,237.42745971679688,239.69313028194867,235.89038089866295,238.84475646782593,48999500,0.0,0.0
2025-09-09 00:00:00-04:00,233.9041748046875,238.3257397896772,232.9160527142261,236.54912730927947,66313900,0.0,0.0
2025-09-10 00:00:00-04:00,226.35855102539062,231.97784546194652,225.52015268533836,231.7482872752143,83440800,0.0,0.0
2025-09-11 00:00:00-04:00,229.59239196777344,230.01159113632517,226.21881717306923,226.44839058875493,50208600,0.0,0.0
2025-09-12 00:00:00-04:00,233.62472534179688,234.0638755168574,228.58432913969838,228.78394562468256,55824200,0.0,0.0
2025-09-15 00:00:00-04:00,236.24969482421875,237.7368657054393,234.58287368836292,236.54912714503797,42699500,0.0,0.0
2025-09-16 00:00:00-04:00,237.6969451904297,240.76111223381088,235.87043992435724,236.72878926810645,63421100,0.0,0.0
2025-09-17 00:00:00-04:00,238.5353546142578,239.6432435766681,237.27774187166392,238.5153883976145,46508000,0.0,0.0
2025-09-18 00:00:00-04:00,237.42745971679688,240.74113579799257,236.199788714976,239.5134800259323,44249600,0.0,0.0
2025-09-19 00:00:00-04:00,245.032958984375,245.83144010441063,239.7530294205925,240.77107799962133,163741300,0.0,0.0
2025-09-22 00:00:00-04:00,255.5928192138672,256.15178189089505,247.64797087114997,247.82763635806887,105517400,0.0,0.0
2025-09-23 00:00:00-04:00,253.9459686279297,256.8504363399061,253.0975947938589,255.39322235208516,60275200,0.0,0.0
2025-09-24 00:00:00-04:00,251.8300018310547,255.2534845023776,250.56241362070242,254.73446948849343,42303700,0.0,0.0
2025-09-25 00:00:00-04:00,256.3813171386719,256.6807646844572,251.2311452680336,252.72829161839874,55202100,0.0,0.0
2025-09-26 00:00:00-04:00,254.97401428222656,257.10994249251326,253.2972024297037,253.61660096533106,46076300,0.0,0.0
2025-09-29 00:00:00-04:00,253.9459686279297,254.5148915782133,252.52867184357527,254.0757261912774,40127700,0.0,0.0
2025-09-30 00:00:00-04:00,254.14559936523438,255.4331385813304,252.6284867333586,254.37515755125318,37704300,0.0,0.0
2025-10-01 00:00:00-04:00,254.9640350341797,258.29769267334166,254.44502000530687,254.55481135314994,48713900,0.0,0.0
2025-10-02 00:00:00-04:00,256.6408386230469,257.68882891050583,253.66649683440303,256.09186667190835,42630200,0.0,0.0
2025-10-03 00:00:00-04:00,257.5291442871094,258.7468246365968,253.46689477740222,254.18552630266564,49155600,0.0,0.0
2025-10-06 00:00:00-04:00,256.2016906738281,258.5771679771474,254.56481112131073,257.49920544747016,44664100,0.0,0.0
2025-10-07 00:00:00-04:00,255.99208068847656,256.91031341337026,254.94405994391948,256.3214394907812,31955800,0.0,0.0
2025-10-08 00:00:00-04:00,257.5690612792969,258.0281776413904,255.62275879770374,256.03198246417537,36496900,0.0,0.0
2025-10-09 00:00:00-04:00,253.55670166015625,257.50917476461467,252.65841993311406,257.3195337882977,38322000,0.0,0.0
2025-10-10 00:00:00-04:00,244.80340576171875,255.8922708493858,243.53581752909898,254.45500785015722,61999100,0.0,0.0
2025-10-13 00:00:00-04:00,247.18885803222656,249.2149949644775,245.09284695690994,248.90558714178317,38142900,0.0,0.0
2025-10-14 00:00:00-04:00,247.29864501953125,248.37659224814226,244.23447809703134,246.13087266264282,35478000,0.0,0.0
2025-10-15 00:00:00-04:00,248.8656463623047,251.3409393203658,246.99920876557604,249.01537013681215,33893600,0.0,0.0
2025-10-16 00:00:00-04:00,246.979248046875,248.56621957555782,244.66366953460536,247.7777291727393,39777000,0.0,0.0
2025-10-17 00:00:00-04:00,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000,0.0,0.0
2025-10-20 00:00:00-04:00,261.7411193847656,263.87706298772724,255.14370850365398,255.4032084113237,90483000,0.0,0.0
2025-10-21 00:00:00-04:00,262.2701110839844,264.7853366806196,261.33189684706855,261.38182000576944,46695900,0.0,0.0
2025-10-22 00:00:00-04:00,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300,0.0,0.0
2025-10-23 00:00:00-04:00,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900,0.0,0.0
2025-10-24 00:00:00-04:00,262.32000732421875,263.6275126875418,258.68691759501684,260.69310343226954,38253700,0.0,0.0
2025-10-27 00:00:00-04:00,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200,0.0,0.0
2025-10-28 00:00:00-04:00,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800,0.0,0.0
