Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-11 09:30:00-05:00,274.69500732421875,277.44000244140625,274.45001220703125,276.3999938964844,7173620,0.0,0.0
2026-02-11 10:00:00-05:00,276.4100036621094,277.25,275.75,277.05010986328125,2323336,0.0,0.0
2026-02-11 10:30:00-05:00,277.1000061035156,279.9049987792969,277.0400085449219,279.7550048828125,2827089,0.0,0.0
2026-02-11 11:00:00-05:00,279.7550048828125,279.9800109863281,278.17498779296875,278.19000244140625,1869467,0.0,0.0
2026-02-11 11:30:00-05:00,278.19000244140625,279.2049865722656,278.1600036621094,278.3500061035156,1083824,0.0,0.0
2026-02-11 12:00:00-05:00,278.3399963378906,280.17999267578125,278.17999267578125,279.94500732421875,1601272,0.0,0.0
2026-02-11 12:30:00-05:00,279.910400390625,280.1499938964844,279.3599853515625,279.4200134277344,993270,0.0,0.0
2026-02-11 13:00:00-05:00,279.4200134277344,279.69000244140625,278.5,278.9599914550781,899827,0.0,0.0
2026-02-11 13:30:00-05:00,278.93499755859375,279.07000732421875,278.6199951171875,278.8926086425781,729458,0.0,0.0
2026-02-11 14:00:00-05:00,278.8999938964844,279.6700134277344,278.5,279.5799865722656,1060793,0.0,0.0
2026-02-11 14:30:00-05:00,279.5799865722656,279.5899963378906,274.81060791015625,276.5899963378906,4320756,0.0,0.0
2026-02-11 15:00:00-05:00,276.5799865722656,277.2900085449219,275.0199890136719,276.04998779296875,2278911,0.0,0.0
2026-02-11 15:30:00-05:00,276.010009765625,276.54998779296875,275.4599914550781,275.5400085449219,2931248,0.0,0.0
